year,locationabbr,locationdesc,class,topic,question,response,sample_size,data_value,confidence_limit_low,confidence_limit_high,display_order,data_value_unit,data_value_type,data_value_footnote_symbol,data_value_footnote,data_source,class_id,topic_id,location_id,breakout_id,break_out_category_id,question_id,response_id,geo_location,Age Group,Gender,Race/Ethnicity
2011,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,195,10.3,8.2,12.3,3,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,10,SEX1,CAT2,ADDEPEV2,RESP046,"(39.008830667000495, -75.57774116799965)",NA,Male,NA
2011,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1625,89.7,87.7,91.8,4,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,10,SEX1,CAT2,ADDEPEV2,RESP054,"(39.008830667000495, -75.57774116799965)",NA,Male,NA
2011,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,507,17.8,15.8,19.8,5,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,10,SEX2,CAT2,ADDEPEV2,RESP046,"(39.008830667000495, -75.57774116799965)",NA,Female,NA
2011,DE,Delaware,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2446,82.2,80.2,84.2,6,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,10,SEX2,CAT2,ADDEPEV2,RESP054,"(39.008830667000495, -75.57774116799965)",NA,Female,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,13,NA,NA,NA,7,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS03,Topic17,11,AGE01,CAT3,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",18-24,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,116,89.4,83,95.9,8,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE01,CAT3,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",18-24,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,72,16.2,12.1,20.2,9,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE02,CAT3,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",25-34,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,384,83.8,79.8,87.9,10,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE02,CAT3,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",25-34,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,94,15.2,11.8,18.6,11,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE03,CAT3,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",35-44,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,532,84.8,81.4,88.2,12,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE03,CAT3,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",35-44,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,160,21.1,17.4,24.9,13,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE04,CAT3,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",45-54,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,620,78.9,75.1,82.6,14,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE04,CAT3,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",45-54,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,219,19.7,16.6,22.7,15,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE05,CAT3,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",55-64,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,890,80.3,77.3,83.4,16,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE05,CAT3,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",55-64,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,197,12.9,10.7,15.2,17,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE09,CAT3,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",65+,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1237,87.1,84.8,89.3,18,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,AGE09,CAT3,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",65+,NA,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,389,18,15.6,20.4,19,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,RACE1,CAT4,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",NA,NA,"White, non-Hispanic"
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1600,82,79.6,84.4,20,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,RACE1,CAT4,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",NA,NA,"White, non-Hispanic"
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,292,15.4,12.8,17.9,21,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,RACE2,CAT4,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",NA,NA,"Black, non-Hispanic"
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1730,84.6,82.1,87.2,22,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,RACE2,CAT4,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",NA,NA,"Black, non-Hispanic"
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,21,8.5,4.2,12.8,23,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,RACE3,CAT4,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",NA,NA,Hispanic
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,162,91.5,87.2,95.8,24,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,RACE3,CAT4,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",NA,NA,Hispanic
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,30,NA,NA,NA,25,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS03,Topic17,11,RACE4,CAT4,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",NA,NA,"Other, non-Hispanic"
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,148,83.3,73.2,93.3,26,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,RACE4,CAT4,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",NA,NA,"Other, non-Hispanic"
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,12,NA,NA,NA,27,%,Crude Prevalence,*,Prevalence estimate not available if the unweighted sample size for the denominator was < 50 or the Relative Standard Error (RSE) is > 0.3 or if the state did not collect data for that calendar year.,BRFSS,CLASS03,Topic17,11,RACE5,CAT4,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",NA,NA,"Multiracial, non-Hispanic"
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,56,81,66.3,95.7,28,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,RACE5,CAT4,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",NA,NA,"Multiracial, non-Hispanic"
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,276,13.9,11.3,16.5,3,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,SEX1,CAT2,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",NA,Male,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1460,86.1,83.6,88.7,4,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,SEX1,CAT2,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",NA,Male,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,479,17.9,15.8,20,5,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,SEX2,CAT2,ADDEPEV2,RESP046,"(38.89037138500049, -77.03196112699965)",NA,Female,NA
2011,DC,District of Columbia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2319,82.1,80,84.3,6,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,11,SEX2,CAT2,ADDEPEV2,RESP054,"(38.89037138500049, -77.03196112699965)",NA,Female,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,61,13.5,9.5,17.5,7,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE01,CAT3,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",18-24,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,434,86.5,82.5,90.5,8,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE01,CAT3,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",18-24,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,170,15.4,12.4,18.4,9,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE02,CAT3,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",25-34,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,864,84.6,81.6,87.6,10,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE02,CAT3,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",25-34,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,219,15.3,12.7,18,11,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE03,CAT3,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",35-44,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1068,84.7,82,87.3,12,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE03,CAT3,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",35-44,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,434,18.7,16.3,21,13,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE04,CAT3,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",45-54,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1583,81.4,79,83.7,14,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE04,CAT3,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",45-54,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,644,22.4,20,24.7,15,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE05,CAT3,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",55-64,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2002,77.7,75.3,80,16,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE05,CAT3,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",55-64,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,726,13.7,12.2,15.1,17,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE09,CAT3,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",65+,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4106,86.3,84.9,87.8,18,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,AGE09,CAT3,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",65+,NA,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1776,17.4,16.3,18.6,19,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE1,CAT4,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",NA,NA,"White, non-Hispanic"
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,7591,82.6,81.4,83.7,20,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE1,CAT4,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",NA,NA,"White, non-Hispanic"
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,147,10.5,7.9,13.1,21,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE2,CAT4,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",NA,NA,"Black, non-Hispanic"
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,937,89.5,86.9,92.1,22,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE2,CAT4,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",NA,NA,"Black, non-Hispanic"
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,206,16.8,13.9,19.6,23,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE3,CAT4,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",NA,NA,Hispanic
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,950,83.3,80.4,86.1,24,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE3,CAT4,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",NA,NA,Hispanic
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,39,12.7,7.8,17.5,25,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE4,CAT4,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",NA,NA,"Other, non-Hispanic"
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,235,87.3,82.5,92.2,26,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE4,CAT4,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",NA,NA,"Other, non-Hispanic"
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,45,22.5,13.6,31.5,27,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE5,CAT4,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",NA,NA,"Multiracial, non-Hispanic"
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,139,77.5,68.6,86.4,28,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,RACE5,CAT4,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",NA,NA,"Multiracial, non-Hispanic"
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,663,12.4,11,13.9,3,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,SEX1,CAT2,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",NA,Male,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,4221,87.6,86.1,89,4,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,SEX1,CAT2,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",NA,Male,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1591,20.3,18.8,21.7,5,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,SEX2,CAT2,ADDEPEV2,RESP046,"(28.932040377000476, -81.92896053899966)",NA,Female,NA
2011,FL,Florida,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5836,79.7,78.3,81.2,6,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,12,SEX2,CAT2,ADDEPEV2,RESP054,"(28.932040377000476, -81.92896053899966)",NA,Female,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,41,11.6,7.7,15.5,7,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE01,CAT3,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",18-24,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,299,88.4,84.5,92.3,8,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE01,CAT3,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",18-24,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,113,14.3,11,17.5,9,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE02,CAT3,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",25-34,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,809,85.7,82.5,89,10,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE02,CAT3,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",25-34,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,168,13.6,11.3,15.9,11,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE03,CAT3,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",35-44,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1106,86.4,84.1,88.7,12,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE03,CAT3,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",35-44,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,334,17.4,15.3,19.5,13,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE04,CAT3,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",45-54,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1523,82.6,80.5,84.7,14,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE04,CAT3,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",45-54,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,466,19.8,17.7,21.8,15,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE05,CAT3,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",55-64,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1910,80.2,78.2,82.3,16,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE05,CAT3,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",55-64,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,369,12.2,10.6,13.8,17,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE09,CAT3,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",65+,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,2776,87.8,86.2,89.4,18,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,AGE09,CAT3,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",65+,NA,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1097,17.6,16.1,19,19,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE1,CAT4,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",NA,NA,"White, non-Hispanic"
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5705,82.4,81,83.9,20,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE1,CAT4,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",NA,NA,"White, non-Hispanic"
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,278,10.9,9.1,12.6,21,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE2,CAT4,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",NA,NA,"Black, non-Hispanic"
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,1956,89.1,87.4,90.9,22,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE2,CAT4,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",NA,NA,"Black, non-Hispanic"
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,39,8.8,4.9,12.6,23,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE3,CAT4,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",NA,NA,Hispanic
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,349,91.2,87.4,95.1,24,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE3,CAT4,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",NA,NA,Hispanic
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,36,16.2,9,23.4,25,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE4,CAT4,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",NA,NA,"Other, non-Hispanic"
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,208,83.8,76.6,91,26,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE4,CAT4,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",NA,NA,"Other, non-Hispanic"
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,23,18.3,9.2,27.4,27,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE5,CAT4,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",NA,NA,"Multiracial, non-Hispanic"
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,90,81.7,72.6,90.8,28,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,RACE5,CAT4,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",NA,NA,"Multiracial, non-Hispanic"
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,417,12.1,10.4,13.8,3,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,SEX1,CAT2,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",NA,Male,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,3110,87.9,86.2,89.6,4,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,SEX1,CAT2,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",NA,Male,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,1074,17.5,16.1,18.9,5,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,SEX2,CAT2,ADDEPEV2,RESP046,"(32.83968109300048, -83.62758034599966)",NA,Female,NA
2011,GA,Georgia,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,5313,82.5,81.1,83.9,6,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,13,SEX2,CAT2,ADDEPEV2,RESP054,"(32.83968109300048, -83.62758034599966)",NA,Female,NA
2011,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,28,9.3,4.9,13.6,7,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,15,AGE01,CAT3,ADDEPEV2,RESP046,"(21.304850435000446, -157.85774940299973)",18-24,NA,NA
2011,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,310,90.7,86.4,95.1,8,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,15,AGE01,CAT3,ADDEPEV2,RESP054,"(21.304850435000446, -157.85774940299973)",18-24,NA,NA
2011,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,74,9.5,6.8,12.2,9,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,15,AGE02,CAT3,ADDEPEV2,RESP046,"(21.304850435000446, -157.85774940299973)",25-34,NA,NA
2011,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,654,90.5,87.8,93.2,10,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,15,AGE02,CAT3,ADDEPEV2,RESP054,"(21.304850435000446, -157.85774940299973)",25-34,NA,NA
2011,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,98,10.8,8,13.7,11,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,15,AGE03,CAT3,ADDEPEV2,RESP046,"(21.304850435000446, -157.85774940299973)",35-44,NA,NA
2011,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,No,754,89.2,86.4,92,12,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,15,AGE03,CAT3,ADDEPEV2,RESP054,"(21.304850435000446, -157.85774940299973)",35-44,NA,NA
2011,HI,Hawaii,Chronic Health Indicators,Depression,Ever told you that you have a form of depression?,Yes,199,15.7,12.9,18.4,13,%,Crude Prevalence,NA,NA,BRFSS,CLASS03,Topic17,15,AGE04,CAT3,ADDEPEV2,RESP046,"(21.304850435000446, -157.85774940299973)",45-54,NA,NA
